input,time,cpu,program
224256,24.608,A72,SHA256
224384,24.622,A72,SHA256
224512,24.628,A72,SHA256
224640,24.674,A72,SHA256
224768,24.657,A72,SHA256
224896,24.668,A72,SHA256
225024,24.69,A72,SHA256
225152,24.709,A72,SHA256
225280,24.736,A72,SHA256
225408,24.738,A72,SHA256
225536,24.754,A72,SHA256
225664,24.763,A72,SHA256
225792,24.773,A72,SHA256
225920,24.782,A72,SHA256
226048,24.792,A72,SHA256
226176,24.826,A72,SHA256
226304,24.825,A72,SHA256
226432,24.844,A72,SHA256
226560,24.856,A72,SHA256
226688,24.885,A72,SHA256
226816,24.886,A72,SHA256
226944,24.905,A72,SHA256
227072,24.977,A72,SHA256
227200,24.932,A72,SHA256
227328,24.966,A72,SHA256
227456,24.966,A72,SHA256
227584,24.958,A72,SHA256
227712,24.977,A72,SHA256
227840,24.997,A72,SHA256
227968,25.013,A72,SHA256
228096,25.024,A72,SHA256
228224,25.034,A72,SHA256
228352,25.042,A72,SHA256
228480,25.058,A72,SHA256
228608,25.076,A72,SHA256
228736,25.093,A72,SHA256
228864,25.107,A72,SHA256
228992,25.131,A72,SHA256
229120,25.146,A72,SHA256
229248,25.235,A72,SHA256
229376,25.17,A72,SHA256
229504,25.179,A72,SHA256
229632,25.2,A72,SHA256
229760,25.207,A72,SHA256
229888,25.276,A72,SHA256
230016,25.238,A72,SHA256
230144,25.258,A72,SHA256
230272,25.278,A72,SHA256
230400,25.272,A72,SHA256
230528,25.297,A72,SHA256
230656,25.307,A72,SHA256
230784,25.32,A72,SHA256
230912,25.364,A72,SHA256
231040,25.373,A72,SHA256
231168,25.373,A72,SHA256
231296,25.407,A72,SHA256
231424,25.434,A72,SHA256
231552,25.406,A72,SHA256
231680,25.421,A72,SHA256
231808,25.529,A72,SHA256
231936,25.452,A72,SHA256
232064,25.471,A72,SHA256
232192,25.47,A72,SHA256
232320,25.485,A72,SHA256
232448,25.492,A72,SHA256
232576,25.523,A72,SHA256
232704,25.519,A72,SHA256
232832,25.538,A72,SHA256
232960,25.553,A72,SHA256
233088,25.568,A72,SHA256
233216,25.598,A72,SHA256
233344,25.614,A72,SHA256
233472,25.632,A72,SHA256
233600,25.626,A72,SHA256
233728,25.643,A72,SHA256
233856,25.675,A72,SHA256
233984,25.686,A72,SHA256
234112,25.69,A72,SHA256
234240,25.706,A72,SHA256
234368,25.718,A72,SHA256
234496,25.726,A72,SHA256
234624,25.749,A72,SHA256
234752,25.761,A72,SHA256
234880,25.784,A72,SHA256
235008,25.818,A72,SHA256
235136,25.809,A72,SHA256
235264,25.811,A72,SHA256
235392,25.818,A72,SHA256
235520,25.842,A72,SHA256
235648,25.865,A72,SHA256
235776,25.875,A72,SHA256
235904,25.884,A72,SHA256
236032,25.89,A72,SHA256
236160,25.917,A72,SHA256
236288,25.92,A72,SHA256
236416,25.994,A72,SHA256
236544,25.946,A72,SHA256
236672,25.959,A72,SHA256
236800,25.972,A72,SHA256
236928,25.983,A72,SHA256
237056,25.999,A72,SHA256
237184,26.022,A72,SHA256
237312,26.037,A72,SHA256
237440,26.045,A72,SHA256
237568,26.052,A72,SHA256
237696,26.074,A72,SHA256
237824,26.079,A72,SHA256
237952,26.113,A72,SHA256
238080,26.136,A72,SHA256
238208,26.152,A72,SHA256
238336,26.152,A72,SHA256
238464,26.165,A72,SHA256
238592,26.188,A72,SHA256
238720,26.189,A72,SHA256
238848,26.21,A72,SHA256
238976,26.219,A72,SHA256
239104,26.243,A72,SHA256
239232,26.261,A72,SHA256
239360,26.254,A72,SHA256
239488,26.275,A72,SHA256
239616,26.304,A72,SHA256
239744,26.299,A72,SHA256
239872,26.307,A72,SHA256
240000,26.332,A72,SHA256
240128,26.344,A72,SHA256
240256,26.363,A72,SHA256
240384,26.389,A72,SHA256
240512,26.395,A72,SHA256
240640,26.426,A72,SHA256
240768,26.421,A72,SHA256
240896,26.489,A72,SHA256
241024,26.482,A72,SHA256
241152,26.477,A72,SHA256
241280,26.48,A72,SHA256
241408,26.498,A72,SHA256
241536,26.507,A72,SHA256
241664,26.525,A72,SHA256
241792,26.532,A72,SHA256
241920,26.548,A72,SHA256
242048,26.594,A72,SHA256
242176,26.572,A72,SHA256
242304,26.59,A72,SHA256
242432,26.597,A72,SHA256
242560,26.61,A72,SHA256
242688,26.63,A72,SHA256
242816,26.639,A72,SHA256
242944,26.651,A72,SHA256
243072,26.746,A72,SHA256
243200,26.684,A72,SHA256
243328,26.695,A72,SHA256
243456,26.7,A72,SHA256
243584,26.722,A72,SHA256
243712,26.732,A72,SHA256
243840,26.753,A72,SHA256
243968,26.757,A72,SHA256
244096,26.786,A72,SHA256
244224,26.811,A72,SHA256
244352,26.807,A72,SHA256
244480,26.825,A72,SHA256
244608,26.844,A72,SHA256
244736,26.85,A72,SHA256
244864,26.863,A72,SHA256
244992,26.885,A72,SHA256
245120,26.907,A72,SHA256
245248,26.902,A72,SHA256
245376,26.956,A72,SHA256
245504,26.977,A72,SHA256
245632,26.95,A72,SHA256
245760,26.956,A72,SHA256
245888,27.036,A72,SHA256
246016,26.991,A72,SHA256
246144,27.002,A72,SHA256
246272,27.017,A72,SHA256
246400,27.033,A72,SHA256
246528,27.06,A72,SHA256
246656,27.056,A72,SHA256
246784,27.071,A72,SHA256
246912,27.095,A72,SHA256
247040,27.101,A72,SHA256
247168,27.117,A72,SHA256
247296,27.125,A72,SHA256
247424,27.144,A72,SHA256
247552,27.155,A72,SHA256
247680,27.172,A72,SHA256
247808,27.182,A72,SHA256
247936,27.242,A72,SHA256
248064,27.246,A72,SHA256
248192,27.234,A72,SHA256
248320,27.261,A72,SHA256
248448,27.266,A72,SHA256
248576,27.278,A72,SHA256
248704,27.297,A72,SHA256
248832,27.311,A72,SHA256
248960,27.318,A72,SHA256
249088,27.342,A72,SHA256
249216,27.351,A72,SHA256
249344,27.354,A72,SHA256
249472,27.493,A72,SHA256
249600,27.387,A72,SHA256
249728,27.427,A72,SHA256
249856,27.462,A72,SHA256
249984,27.43,A72,SHA256
250112,27.442,A72,SHA256
250240,27.461,A72,SHA256
250368,27.477,A72,SHA256
250496,27.476,A72,SHA256
250624,27.495,A72,SHA256
250752,27.51,A72,SHA256
250880,27.533,A72,SHA256
251008,27.55,A72,SHA256
251136,27.551,A72,SHA256
251264,27.581,A72,SHA256
251392,27.578,A72,SHA256
251520,27.601,A72,SHA256
251648,27.694,A72,SHA256
251776,27.619,A72,SHA256
251904,27.629,A72,SHA256
252032,27.652,A72,SHA256
252160,27.728,A72,SHA256
252288,27.684,A72,SHA256
252416,27.743,A72,SHA256
252544,27.739,A72,SHA256
252672,27.726,A72,SHA256
252800,27.742,A72,SHA256
252928,27.76,A72,SHA256
253056,27.769,A72,SHA256
253184,27.791,A72,SHA256
253312,27.779,A72,SHA256
253440,27.812,A72,SHA256
253568,27.809,A72,SHA256
253696,27.838,A72,SHA256
253824,27.88,A72,SHA256
253952,27.864,A72,SHA256
254080,27.937,A72,SHA256
254208,27.894,A72,SHA256
254336,27.906,A72,SHA256
254464,27.924,A72,SHA256
254592,27.932,A72,SHA256
254720,27.965,A72,SHA256
254848,27.96,A72,SHA256
254976,27.973,A72,SHA256
255104,27.981,A72,SHA256
255232,28.01,A72,SHA256
255360,28.022,A72,SHA256
255488,28.034,A72,SHA256
255616,28.051,A72,SHA256
255744,28.061,A72,SHA256
255872,28.074,A72,SHA256
256000,28.129,A72,SHA256
256128,28.104,A72,SHA256
256256,28.111,A72,SHA256
256384,28.132,A72,SHA256
256512,28.15,A72,SHA256
256640,28.167,A72,SHA256
256768,28.178,A72,SHA256
256896,28.196,A72,SHA256
257024,28.209,A72,SHA256
257152,28.24,A72,SHA256
257280,28.233,A72,SHA256
257408,28.245,A72,SHA256
257536,28.281,A72,SHA256
257664,28.275,A72,SHA256
257792,28.284,A72,SHA256
257920,28.3,A72,SHA256
258048,28.328,A72,SHA256
258176,28.331,A72,SHA256
258304,28.411,A72,SHA256
258432,28.351,A72,SHA256
258560,28.371,A72,SHA256
258688,28.385,A72,SHA256
258816,28.394,A72,SHA256
258944,28.418,A72,SHA256
259072,28.427,A72,SHA256
259200,28.436,A72,SHA256
259328,28.462,A72,SHA256
259456,28.47,A72,SHA256
259584,28.486,A72,SHA256
259712,28.519,A72,SHA256
259840,28.504,A72,SHA256
259968,28.523,A72,SHA256
260096,28.54,A72,SHA256
260224,28.548,A72,SHA256
260352,28.573,A72,SHA256
260480,28.584,A72,SHA256
260608,28.584,A72,SHA256
260736,28.602,A72,SHA256
260864,28.617,A72,SHA256
260992,28.627,A72,SHA256
261120,28.643,A72,SHA256
261248,28.679,A72,SHA256
261376,28.671,A72,SHA256
261504,28.684,A72,SHA256
261632,28.712,A72,SHA256
261760,28.748,A72,SHA256
261888,28.722,A72,SHA256
262016,28.753,A72,SHA256
262144,28.784,A72,SHA256
262272,28.769,A72,SHA256
262400,28.782,A72,SHA256
262528,28.901,A72,SHA256
262656,28.872,A72,SHA256
262784,28.851,A72,SHA256
262912,28.844,A72,SHA256
263040,28.861,A72,SHA256
263168,28.877,A72,SHA256
263296,28.893,A72,SHA256
263424,28.894,A72,SHA256
263552,28.921,A72,SHA256
263680,28.935,A72,SHA256
263808,28.981,A72,SHA256
263936,28.981,A72,SHA256
264064,28.981,A72,SHA256
264192,28.995,A72,SHA256
264320,28.997,A72,SHA256
264448,29.01,A72,SHA256
264576,29.046,A72,SHA256
264704,29.042,A72,SHA256
264832,29.066,A72,SHA256
264960,29.091,A72,SHA256
265088,29.103,A72,SHA256
265216,29.129,A72,SHA256
265344,29.098,A72,SHA256
265472,29.122,A72,SHA256
265600,29.14,A72,SHA256
265728,29.16,A72,SHA256
265856,29.173,A72,SHA256
265984,29.197,A72,SHA256
266112,29.207,A72,SHA256
266240,29.255,A72,SHA256
266368,29.226,A72,SHA256
266496,29.243,A72,SHA256
266624,29.351,A72,SHA256
266752,29.27,A72,SHA256
266880,29.292,A72,SHA256
267008,29.302,A72,SHA256
267136,29.32,A72,SHA256
267264,29.326,A72,SHA256
267392,29.353,A72,SHA256
267520,29.354,A72,SHA256
267648,29.356,A72,SHA256
267776,29.371,A72,SHA256
267904,29.391,A72,SHA256
268032,29.398,A72,SHA256
268160,29.417,A72,SHA256
268288,29.428,A72,SHA256
268416,29.448,A72,SHA256
268544,29.483,A72,SHA256
268672,29.474,A72,SHA256
268800,29.494,A72,SHA256
268928,29.5,A72,SHA256
269056,29.517,A72,SHA256
269184,29.533,A72,SHA256
269312,29.543,A72,SHA256
269440,29.556,A72,SHA256
269568,29.57,A72,SHA256
269696,29.578,A72,SHA256
269824,29.596,A72,SHA256
269952,29.622,A72,SHA256
270080,29.656,A72,SHA256
270208,29.689,A72,SHA256
270336,29.669,A72,SHA256
270464,29.698,A72,SHA256
270592,29.733,A72,SHA256
270720,29.745,A72,SHA256
270848,29.748,A72,SHA256
270976,29.74,A72,SHA256
271104,29.747,A72,SHA256
271232,29.783,A72,SHA256
271360,29.823,A72,SHA256
271488,29.789,A72,SHA256
271616,29.834,A72,SHA256
271744,29.82,A72,SHA256
271872,29.831,A72,SHA256
272000,29.839,A72,SHA256
272128,29.852,A72,SHA256
272256,29.889,A72,SHA256
272384,29.9,A72,SHA256
272512,29.908,A72,SHA256
272640,29.911,A72,SHA256
272768,29.943,A72,SHA256
272896,29.941,A72,SHA256
273024,29.997,A72,SHA256
273152,29.991,A72,SHA256
273280,29.997,A72,SHA256
273408,30.001,A72,SHA256
273536,30.026,A72,SHA256
273664,30.043,A72,SHA256
273792,30.047,A72,SHA256
273920,30.061,A72,SHA256
274048,30.073,A72,SHA256
274176,30.104,A72,SHA256
274304,30.124,A72,SHA256
274432,30.115,A72,SHA256
274560,30.172,A72,SHA256
274688,30.187,A72,SHA256
274816,30.206,A72,SHA256
274944,30.26,A72,SHA256
275072,30.188,A72,SHA256
275200,30.204,A72,SHA256
275328,30.206,A72,SHA256
275456,30.252,A72,SHA256
275584,30.232,A72,SHA256
275712,30.257,A72,SHA256
275840,30.265,A72,SHA256
275968,30.29,A72,SHA256
276096,30.301,A72,SHA256
276224,30.324,A72,SHA256
276352,30.33,A72,SHA256
276480,30.331,A72,SHA256
276608,30.365,A72,SHA256
276736,30.388,A72,SHA256
276864,30.386,A72,SHA256
276992,30.389,A72,SHA256
277120,30.416,A72,SHA256
277248,30.423,A72,SHA256
277376,30.434,A72,SHA256
277504,30.455,A72,SHA256
277632,30.484,A72,SHA256
277760,30.486,A72,SHA256
277888,30.492,A72,SHA256
278016,30.507,A72,SHA256
278144,30.52,A72,SHA256
278272,30.534,A72,SHA256
278400,30.538,A72,SHA256
278528,30.611,A72,SHA256
278656,30.558,A72,SHA256
278784,30.577,A72,SHA256
278912,30.589,A72,SHA256
279040,30.599,A72,SHA256
279168,30.63,A72,SHA256
279296,30.651,A72,SHA256
279424,30.674,A72,SHA256
279552,30.675,A72,SHA256
279680,30.687,A72,SHA256
279808,30.692,A72,SHA256
279936,30.797,A72,SHA256
280064,30.732,A72,SHA256
280192,30.755,A72,SHA256
280320,30.855,A72,SHA256
280448,30.817,A72,SHA256
280576,30.801,A72,SHA256
280704,30.827,A72,SHA256
280832,30.816,A72,SHA256
280960,30.822,A72,SHA256
281088,30.832,A72,SHA256
281216,30.86,A72,SHA256
281344,30.867,A72,SHA256
281472,30.884,A72,SHA256
281600,30.898,A72,SHA256
281728,30.918,A72,SHA256
281856,30.915,A72,SHA256
281984,30.942,A72,SHA256
282112,30.977,A72,SHA256
282240,30.991,A72,SHA256
282368,31.036,A72,SHA256
282496,31.001,A72,SHA256
282624,31.003,A72,SHA256
282752,31.028,A72,SHA256
282880,31.036,A72,SHA256
283008,31.051,A72,SHA256
283136,31.061,A72,SHA256
283264,31.081,A72,SHA256
283392,31.09,A72,SHA256
283520,31.115,A72,SHA256
283648,31.123,A72,SHA256
283776,31.135,A72,SHA256
283904,31.15,A72,SHA256
284032,31.16,A72,SHA256
284160,31.199,A72,SHA256
284288,31.19,A72,SHA256
284416,31.205,A72,SHA256
284544,31.219,A72,SHA256
284672,31.24,A72,SHA256
284800,31.256,A72,SHA256
284928,31.259,A72,SHA256
285056,31.283,A72,SHA256
285184,31.286,A72,SHA256
285312,31.305,A72,SHA256
285440,31.312,A72,SHA256
285568,31.332,A72,SHA256
285696,31.343,A72,SHA256
285824,31.371,A72,SHA256
285952,31.402,A72,SHA256
286080,31.419,A72,SHA256
286208,31.473,A72,SHA256
286336,31.418,A72,SHA256
286464,31.443,A72,SHA256
286592,31.536,A72,SHA256
286720,31.468,A72,SHA256
286848,31.486,A72,SHA256
286976,31.493,A72,SHA256
287104,31.513,A72,SHA256
287232,31.513,A72,SHA256
287360,31.53,A72,SHA256
287488,31.543,A72,SHA256
287616,31.585,A72,SHA256
287744,31.579,A72,SHA256
287872,31.588,A72,SHA256
288000,31.609,A72,SHA256
288128,31.612,A72,SHA256
288256,31.622,A72,SHA256
288384,31.646,A72,SHA256
288512,31.657,A72,SHA256
288640,31.68,A72,SHA256
288768,31.687,A72,SHA256
288896,31.729,A72,SHA256
289024,31.712,A72,SHA256
289152,31.729,A72,SHA256
289280,31.765,A72,SHA256
289408,31.776,A72,SHA256
289536,31.775,A72,SHA256
289664,31.788,A72,SHA256
289792,31.797,A72,SHA256
289920,31.862,A72,SHA256
290048,31.892,A72,SHA256
290176,31.839,A72,SHA256
290304,31.862,A72,SHA256
290432,31.865,A72,SHA256
290560,31.887,A72,SHA256
290688,31.905,A72,SHA256
290816,31.913,A72,SHA256
290944,31.93,A72,SHA256
291072,31.946,A72,SHA256
291200,31.952,A72,SHA256
291328,31.972,A72,SHA256
291456,32,A72,SHA256
291584,32.029,A72,SHA256
291712,32.099,A72,SHA256
291840,32.036,A72,SHA256
291968,32.026,A72,SHA256
292096,32.044,A72,SHA256
292224,32.089,A72,SHA256
292352,32.084,A72,SHA256
292480,32.086,A72,SHA256
292608,32.103,A72,SHA256
292736,32.114,A72,SHA256
292864,32.124,A72,SHA256
292992,32.142,A72,SHA256
293120,32.154,A72,SHA256
293248,32.171,A72,SHA256
293376,32.22,A72,SHA256
293504,32.191,A72,SHA256
293632,32.267,A72,SHA256
293760,32.26,A72,SHA256
293888,32.234,A72,SHA256
294016,32.285,A72,SHA256
294144,32.271,A72,SHA256
294272,32.287,A72,SHA256
294400,32.316,A72,SHA256
294528,32.356,A72,SHA256
294656,32.337,A72,SHA256
294784,32.34,A72,SHA256
294912,32.356,A72,SHA256
295040,32.386,A72,SHA256
295168,32.382,A72,SHA256
295296,32.402,A72,SHA256
295424,32.441,A72,SHA256
295552,32.449,A72,SHA256
295680,32.469,A72,SHA256
295808,32.477,A72,SHA256
295936,32.489,A72,SHA256
296064,32.497,A72,SHA256
296192,32.512,A72,SHA256
296320,32.537,A72,SHA256
296448,32.542,A72,SHA256
296576,32.579,A72,SHA256
296704,32.572,A72,SHA256
296832,32.578,A72,SHA256
296960,32.636,A72,SHA256
297088,32.617,A72,SHA256
297216,32.65,A72,SHA256
297344,32.647,A72,SHA256
297472,32.678,A72,SHA256
297600,32.658,A72,SHA256
297728,32.658,A72,SHA256
297856,32.68,A72,SHA256
297984,32.71,A72,SHA256
298112,32.717,A72,SHA256
298240,32.73,A72,SHA256
298368,32.741,A72,SHA256
298496,32.766,A72,SHA256
298624,32.769,A72,SHA256
298752,32.785,A72,SHA256
298880,32.801,A72,SHA256
299008,32.819,A72,SHA256
299136,32.854,A72,SHA256
299264,32.847,A72,SHA256
299392,32.852,A72,SHA256
299520,32.849,A72,SHA256
299648,32.871,A72,SHA256
299776,32.896,A72,SHA256
299904,32.898,A72,SHA256
300032,32.914,A72,SHA256
300160,32.925,A72,SHA256
300288,32.961,A72,SHA256
300416,32.954,A72,SHA256
300544,32.972,A72,SHA256
300672,33.018,A72,SHA256
300800,33.025,A72,SHA256
300928,33.053,A72,SHA256
301056,33.036,A72,SHA256
301184,33.079,A72,SHA256
301312,33.053,A72,SHA256
301440,33.065,A72,SHA256
301568,33.081,A72,SHA256
301696,33.092,A72,SHA256
301824,33.112,A72,SHA256
301952,33.118,A72,SHA256
302080,33.147,A72,SHA256
302208,33.167,A72,SHA256
302336,33.158,A72,SHA256
302464,33.179,A72,SHA256
302592,33.199,A72,SHA256
302720,33.23,A72,SHA256
302848,33.24,A72,SHA256
302976,33.26,A72,SHA256
303104,33.261,A72,SHA256
303232,33.264,A72,SHA256
303360,33.277,A72,SHA256
303488,33.285,A72,SHA256
303616,33.305,A72,SHA256
303744,33.313,A72,SHA256
303872,33.334,A72,SHA256
304000,33.385,A72,SHA256
304128,33.358,A72,SHA256
304256,33.376,A72,SHA256
304384,33.415,A72,SHA256
304512,33.43,A72,SHA256
304640,33.435,A72,SHA256
304768,33.436,A72,SHA256
304896,33.467,A72,SHA256
305024,33.46,A72,SHA256
305152,33.483,A72,SHA256
305280,33.486,A72,SHA256
305408,33.508,A72,SHA256
305536,33.525,A72,SHA256
305664,33.531,A72,SHA256
305792,33.544,A72,SHA256
305920,33.558,A72,SHA256
306048,33.591,A72,SHA256
306176,33.603,A72,SHA256
306304,33.622,A72,SHA256
306432,33.632,A72,SHA256
306560,33.638,A72,SHA256
306688,33.661,A72,SHA256
306816,33.654,A72,SHA256
306944,33.681,A72,SHA256
307072,33.681,A72,SHA256
307200,33.697,A72,SHA256
307328,33.722,A72,SHA256
307456,33.729,A72,SHA256
307584,33.761,A72,SHA256
307712,33.752,A72,SHA256
307840,33.786,A72,SHA256
307968,33.781,A72,SHA256
308096,33.845,A72,SHA256
308224,33.834,A72,SHA256
308352,33.823,A72,SHA256
308480,33.856,A72,SHA256
308608,33.85,A72,SHA256
308736,33.866,A72,SHA256
308864,33.878,A72,SHA256
308992,33.899,A72,SHA256
309120,33.911,A72,SHA256
309248,33.919,A72,SHA256
309376,33.936,A72,SHA256
309504,33.956,A72,SHA256
309632,33.957,A72,SHA256
309760,33.985,A72,SHA256
309888,33.999,A72,SHA256
310016,34.003,A72,SHA256
310144,34.026,A72,SHA256
310272,34.062,A72,SHA256
310400,34.041,A72,SHA256
310528,34.06,A72,SHA256
310656,34.069,A72,SHA256
310784,34.092,A72,SHA256
310912,34.105,A72,SHA256
311040,34.118,A72,SHA256
311168,34.164,A72,SHA256
311296,34.16,A72,SHA256
311424,34.16,A72,SHA256
311552,34.208,A72,SHA256
311680,34.229,A72,SHA256
311808,34.221,A72,SHA256
311936,34.214,A72,SHA256
312064,34.247,A72,SHA256
312192,34.244,A72,SHA256
312320,34.259,A72,SHA256
312448,34.268,A72,SHA256
312576,34.281,A72,SHA256
312704,34.337,A72,SHA256
312832,34.322,A72,SHA256
312960,34.323,A72,SHA256
313088,34.355,A72,SHA256
313216,34.371,A72,SHA256
313344,34.371,A72,SHA256
313472,34.399,A72,SHA256
313600,34.436,A72,SHA256
313728,34.417,A72,SHA256
313856,34.445,A72,SHA256
313984,34.444,A72,SHA256
314112,34.46,A72,SHA256
314240,34.472,A72,SHA256
314368,34.491,A72,SHA256
314496,34.501,A72,SHA256
314624,34.513,A72,SHA256
314752,34.559,A72,SHA256
314880,34.552,A72,SHA256
315008,34.567,A72,SHA256
315136,34.597,A72,SHA256
315264,34.579,A72,SHA256
315392,34.618,A72,SHA256
315520,34.618,A72,SHA256
315648,34.655,A72,SHA256
315776,34.633,A72,SHA256
315904,34.669,A72,SHA256
316032,34.678,A72,SHA256
316160,34.683,A72,SHA256
316288,34.692,A72,SHA256
316416,34.706,A72,SHA256
316544,34.733,A72,SHA256
316672,34.747,A72,SHA256
316800,34.756,A72,SHA256
316928,34.766,A72,SHA256
317056,34.811,A72,SHA256
317184,34.818,A72,SHA256
317312,34.816,A72,SHA256
317440,34.848,A72,SHA256
317568,34.853,A72,SHA256
317696,34.844,A72,SHA256
317824,34.864,A72,SHA256
317952,34.89,A72,SHA256
318080,34.909,A72,SHA256
318208,34.931,A72,SHA256
318336,34.931,A72,SHA256
318464,34.944,A72,SHA256
318592,34.944,A72,SHA256
318720,34.998,A72,SHA256
318848,35.007,A72,SHA256
318976,35.015,A72,SHA256
319104,35.013,A72,SHA256
319232,35.01,A72,SHA256
319360,35.023,A72,SHA256
319488,35.033,A72,SHA256
319616,35.053,A72,SHA256
319744,35.085,A72,SHA256
319872,35.078,A72,SHA256
320000,35.091,A72,SHA256
320128,35.132,A72,SHA256
320256,35.143,A72,SHA256
320384,35.165,A72,SHA256
320512,35.152,A72,SHA256
320640,35.196,A72,SHA256
320768,35.193,A72,SHA256
320896,35.216,A72,SHA256
321024,35.231,A72,SHA256
321152,35.247,A72,SHA256
321280,35.249,A72,SHA256
321408,35.268,A72,SHA256
321536,35.276,A72,SHA256
321664,35.314,A72,SHA256
321792,35.313,A72,SHA256
321920,35.354,A72,SHA256
322048,35.326,A72,SHA256
322176,35.406,A72,SHA256
322304,35.378,A72,SHA256
322432,35.393,A72,SHA256
322560,35.404,A72,SHA256
322688,35.399,A72,SHA256
322816,35.429,A72,SHA256
322944,35.419,A72,SHA256
323072,35.447,A72,SHA256
323200,35.47,A72,SHA256
323328,35.473,A72,SHA256
323456,35.505,A72,SHA256
323584,35.491,A72,SHA256
323712,35.506,A72,SHA256
323840,35.529,A72,SHA256
323968,35.533,A72,SHA256
324096,35.568,A72,SHA256
324224,35.564,A72,SHA256
324352,35.597,A72,SHA256
324480,35.599,A72,SHA256
324608,35.607,A72,SHA256
324736,35.614,A72,SHA256
324864,35.644,A72,SHA256
324992,35.652,A72,SHA256
325120,35.664,A72,SHA256
325248,35.707,A72,SHA256
325376,35.697,A72,SHA256
325504,35.703,A72,SHA256
325632,35.742,A72,SHA256
325760,35.728,A72,SHA256
325888,35.754,A72,SHA256
326016,35.79,A72,SHA256
326144,35.773,A72,SHA256
326272,35.794,A72,SHA256
326400,35.8,A72,SHA256
326528,35.813,A72,SHA256
326656,35.832,A72,SHA256
326784,35.851,A72,SHA256
326912,35.86,A72,SHA256
327040,35.878,A72,SHA256
327168,35.893,A72,SHA256
327296,35.905,A72,SHA256
327424,35.918,A72,SHA256
327552,35.952,A72,SHA256
327680,35.942,A72,SHA256
327808,35.962,A72,SHA256
327936,35.976,A72,SHA256
328064,35.982,A72,SHA256
328192,36.006,A72,SHA256
328320,36.014,A72,SHA256
328448,36.025,A72,SHA256
328576,36.102,A72,SHA256
328704,36.055,A72,SHA256
328832,36.069,A72,SHA256
328960,36.114,A72,SHA256
329088,36.103,A72,SHA256
329216,36.134,A72,SHA256
329344,36.128,A72,SHA256
329472,36.166,A72,SHA256
329600,36.145,A72,SHA256
329728,36.159,A72,SHA256
329856,36.19,A72,SHA256
329984,36.244,A72,SHA256
330112,36.193,A72,SHA256
330240,36.219,A72,SHA256
330368,36.253,A72,SHA256
330496,36.246,A72,SHA256
330624,36.283,A72,SHA256
330752,36.287,A72,SHA256
330880,36.316,A72,SHA256
331008,36.307,A72,SHA256
331136,36.334,A72,SHA256
331264,36.346,A72,SHA256
331392,36.35,A72,SHA256
331520,36.375,A72,SHA256
331648,36.388,A72,SHA256
331776,36.394,A72,SHA256
331904,36.441,A72,SHA256
332032,36.423,A72,SHA256
332160,36.435,A72,SHA256
332288,36.442,A72,SHA256
332416,36.492,A72,SHA256
332544,36.501,A72,SHA256
332672,36.493,A72,SHA256
332800,36.525,A72,SHA256
332928,36.519,A72,SHA256
333056,36.539,A72,SHA256
333184,36.548,A72,SHA256
333312,36.559,A72,SHA256
333440,36.597,A72,SHA256
333568,36.581,A72,SHA256
333696,36.608,A72,SHA256
333824,36.619,A72,SHA256
333952,36.629,A72,SHA256
334080,36.65,A72,SHA256
334208,36.672,A72,SHA256
334336,36.675,A72,SHA256
334464,36.701,A72,SHA256
334592,36.699,A72,SHA256
334720,36.715,A72,SHA256
334848,36.736,A72,SHA256
334976,36.748,A72,SHA256
335104,36.792,A72,SHA256
335232,36.845,A72,SHA256
335360,36.806,A72,SHA256
335488,36.798,A72,SHA256
335616,36.809,A72,SHA256
335744,36.829,A72,SHA256
335872,36.876,A72,SHA256
336000,36.858,A72,SHA256
336128,36.908,A72,SHA256
336256,36.905,A72,SHA256
336384,36.908,A72,SHA256
336512,36.912,A72,SHA256
336640,36.934,A72,SHA256
336768,36.937,A72,SHA256
336896,36.949,A72,SHA256
337024,36.973,A72,SHA256
337152,37.006,A72,SHA256
337280,37.005,A72,SHA256
337408,37.032,A72,SHA256
337536,37.121,A72,SHA256
337664,37.036,A72,SHA256
337792,37.073,A72,SHA256
337920,37.063,A72,SHA256
338048,37.102,A72,SHA256
338176,37.097,A72,SHA256
338304,37.143,A72,SHA256
338432,37.11,A72,SHA256
338560,37.185,A72,SHA256
338688,37.145,A72,SHA256
338816,37.158,A72,SHA256
338944,37.208,A72,SHA256
339072,37.189,A72,SHA256
339200,37.237,A72,SHA256
339328,37.228,A72,SHA256
339456,37.254,A72,SHA256
339584,37.256,A72,SHA256
339712,37.261,A72,SHA256
339840,37.275,A72,SHA256
339968,37.301,A72,SHA256
340096,37.304,A72,SHA256
340224,37.319,A72,SHA256
340352,37.332,A72,SHA256
340480,37.346,A72,SHA256
340608,37.371,A72,SHA256
340736,37.371,A72,SHA256
340864,37.407,A72,SHA256
340992,37.402,A72,SHA256
341120,37.418,A72,SHA256
341248,37.445,A72,SHA256
341376,37.438,A72,SHA256
341504,37.501,A72,SHA256
341632,37.479,A72,SHA256
341760,37.484,A72,SHA256
341888,37.526,A72,SHA256
342016,37.514,A72,SHA256
342144,37.527,A72,SHA256
342272,37.588,A72,SHA256
342400,37.562,A72,SHA256
342528,37.595,A72,SHA256
342656,37.61,A72,SHA256
342784,37.599,A72,SHA256
342912,37.622,A72,SHA256
343040,37.65,A72,SHA256
343168,37.645,A72,SHA256
343296,37.652,A72,SHA256
343424,37.664,A72,SHA256
